Number		Dims		Class Data
477		(1, 64, 64, 3)		[b'bullet train, bullet']
478		(1, 64, 64, 3)		[b'CD player']
479		(1, 64, 64, 3)		[b'dining table, board']
480		(1, 64, 64, 3)		[b'remote control, remote']
481		(1, 64, 64, 3)		[b'cliff, drop, drop-off']
482		(1, 64, 64, 3)		[b'pomegranate']
483		(1, 64, 64, 3)		[b'American alligator, Alligator mississipiensis']
484		(1, 64, 64, 3)		[b'guacamole']
485		(1, 64, 64, 3)		[b'torch']
486		(1, 64, 64, 3)		[b'espresso']
487		(1, 64, 64, 3)		[b'CD player']
488		(1, 64, 64, 3)		[b'steel arch bridge']
489		(1, 64, 64, 3)		[b'steel arch bridge']
490		(1, 64, 64, 3)		[b'Yorkshire terrier']
491		(1, 64, 64, 3)		[b'altar']
492		(1, 64, 64, 3)		[b'cannon']
493		(1, 64, 64, 3)		[b'magnetic compass']
494		(1, 64, 64, 3)		[b'water tower']
495		(1, 64, 64, 3)		[b'umbrella']
496		(1, 64, 64, 3)		[b'tractor']
497		(1, 64, 64, 3)		[b'jellyfish']
498		(1, 64, 64, 3)		[b'gondola']
499		(1, 64, 64, 3)		[b'Egyptian cat']
500		(1, 64, 64, 3)		[b'police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria']
501		(1, 64, 64, 3)		[b'poncho']
502		(1, 64, 64, 3)		[b'acorn']
503		(1, 64, 64, 3)		[b'bathtub, bathing tub, bath, tub']
504		(1, 64, 64, 3)		[b'slug']
505		(1, 64, 64, 3)		[b'snail']
506		(1, 64, 64, 3)		[b'Persian cat']
507		(1, 64, 64, 3)		[b'rugby ball']
508		(1, 64, 64, 3)		[b'Yorkshire terrier']
509		(1, 64, 64, 3)		[b'parking meter']
510		(1, 64, 64, 3)		[b'standard poodle']
511		(1, 64, 64, 3)		[b'bucket, pail']
512		(1, 64, 64, 3)		[b'slug']
513		(1, 64, 64, 3)		[b'magnetic compass']
514		(1, 64, 64, 3)		[b'grasshopper, hopper']
515		(1, 64, 64, 3)		[b'neck brace']
516		(1, 64, 64, 3)		[b'baboon']
517		(1, 64, 64, 3)		[b'bikini, two-piece']
518		(1, 64, 64, 3)		[b'wooden spoon']
519		(1, 64, 64, 3)		[b'pill bottle']
520		(1, 64, 64, 3)		[b'cougar, puma, catamount, mountain lion, painter, panther, Felis concolor']
521		(1, 64, 64, 3)		[b'fly']
522		(1, 64, 64, 3)		[b'lakeside, lakeshore']
523		(1, 64, 64, 3)		[b'mushroom']
524		(1, 64, 64, 3)		[b'bison']
525		(1, 64, 64, 3)		[b'jinrikisha, ricksha, rickshaw']
526		(1, 64, 64, 3)		[b'grasshopper, hopper']
527		(1, 64, 64, 3)		[b'mashed potato']
528		(1, 64, 64, 3)		[b'computer keyboard, keypad']
529		(1, 64, 64, 3)		[b'centipede']
530		(1, 64, 64, 3)		[b'kimono']
531		(1, 64, 64, 3)		[b'flagpole, flagstaff']
532		(1, 64, 64, 3)		[b"plunger, plumber's helper"]
533		(1, 64, 64, 3)		[b'police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria']
534		(1, 64, 64, 3)		[b'trilobite']
535		(1, 64, 64, 3)		[b'limousine, limo']
536		(1, 64, 64, 3)		[b'convertible']
537		(1, 64, 64, 3)		[b'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus']
538		(1, 64, 64, 3)		[b'Labrador retriever']
539		(1, 64, 64, 3)		[b'steel arch bridge']
540		(1, 64, 64, 3)		[b'space heater']
541		(1, 64, 64, 3)		[b'goose']
542		(1, 64, 64, 3)		[b'lion, king of beasts, Panthera leo']
543		(1, 64, 64, 3)		[b'water jug']
544		(1, 64, 64, 3)		[b'go-kart']
545		(1, 64, 64, 3)		[b'bell pepper']
546		(1, 64, 64, 3)		[b'pomegranate']
547		(1, 64, 64, 3)		[b'German shepherd, German shepherd dog, German police dog, alsatian']
548		(1, 64, 64, 3)		[b'sea cucumber, holothurian']
549		(1, 64, 64, 3)		[b'projectile, missile']
550		(1, 64, 64, 3)		[b'steel arch bridge']
551		(1, 64, 64, 3)		[b'apron']
552		(1, 64, 64, 3)		[b'torch']
553		(1, 64, 64, 3)		[b'bathtub, bathing tub, bath, tub']
554		(1, 64, 64, 3)		[b'cannon']
555		(1, 64, 64, 3)		[b'punching bag, punch bag, punching ball, punchball']
556		(1, 64, 64, 3)		[b'hourglass']
557		(1, 64, 64, 3)		[b'plate']
558		(1, 64, 64, 3)		[b'bikini, two-piece']
559		(1, 64, 64, 3)		[b'ice lolly, lolly, lollipop, popsicle']
560		(1, 64, 64, 3)		[b'beer bottle']
561		(1, 64, 64, 3)		[b'rocking chair, rocker']
562		(1, 64, 64, 3)		[b'cliff dwelling']
563		(1, 64, 64, 3)		[b'German shepherd, German shepherd dog, German police dog, alsatian']
564		(1, 64, 64, 3)		[b'teapot']
565		(1, 64, 64, 3)		[b'bannister, banister, balustrade, balusters, handrail']
566		(1, 64, 64, 3)		[b'jinrikisha, ricksha, rickshaw']
567		(1, 64, 64, 3)		[b'refrigerator, icebox']
568		(1, 64, 64, 3)		[b'space heater']
569		(1, 64, 64, 3)		[b'binoculars, field glasses, opera glasses']
570		(1, 64, 64, 3)		[b'ice lolly, lolly, lollipop, popsicle']
571		(1, 64, 64, 3)		[b'space heater']
572		(1, 64, 64, 3)		[b'syringe']
573		(1, 64, 64, 3)		[b'European fire salamander, Salamandra salamandra']
574		(1, 64, 64, 3)		[b'umbrella']
575		(1, 64, 64, 3)		[b'swimming trunks, bathing trunks']
576		(1, 64, 64, 3)		[b"plunger, plumber's helper"]
577		(1, 64, 64, 3)		[b'fur coat']
578		(1, 64, 64, 3)		[b'frying pan, frypan, skillet']
579		(1, 64, 64, 3)		[b'pay-phone, pay-station']
580		(1, 64, 64, 3)		[b"potter's wheel"]
581		(1, 64, 64, 3)		[b'cauliflower']
582		(1, 64, 64, 3)		[b"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"]
583		(1, 64, 64, 3)		[b'espresso']
584		(1, 64, 64, 3)		[b'sports car, sport car']
585		(1, 64, 64, 3)		[b'flagpole, flagstaff']
586		(1, 64, 64, 3)		[b'refrigerator, icebox']
587		(1, 64, 64, 3)		[b'reel']
588		(1, 64, 64, 3)		[b'Persian cat']
589		(1, 64, 64, 3)		[b'Chihuahua']
590		(1, 64, 64, 3)		[b'brain coral']
591		(1, 64, 64, 3)		[b'beacon, lighthouse, beacon light, pharos']
592		(1, 64, 64, 3)		[b'computer keyboard, keypad']
593		(1, 64, 64, 3)		[b'ice cream, icecream']
594		(1, 64, 64, 3)		[b'standard poodle']
595		(1, 64, 64, 3)		[b'scoreboard']
596		(1, 64, 64, 3)		[b'swimming trunks, bathing trunks']
597		(1, 64, 64, 3)		[b'standard poodle']
598		(1, 64, 64, 3)		[b'remote control, remote']
599		(1, 64, 64, 3)		[b'steel arch bridge']
600		(1, 64, 64, 3)		[b'ice lolly, lolly, lollipop, popsicle']
601		(1, 64, 64, 3)		[b'ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle']
602		(1, 64, 64, 3)		[b'police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria']
603		(1, 64, 64, 3)		[b'swimming trunks, bathing trunks']
604		(1, 64, 64, 3)		[b'syringe']
605		(1, 64, 64, 3)		[b'black stork, Ciconia nigra']
606		(1, 64, 64, 3)		[b'refrigerator, icebox']
607		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
608		(1, 64, 64, 3)		[b'sea cucumber, holothurian']
609		(1, 64, 64, 3)		[b'confectionery, confectionary, candy store']
610		(1, 64, 64, 3)		[b'brown bear, bruin, Ursus arctos']
611		(1, 64, 64, 3)		[b'vestment']
612		(1, 64, 64, 3)		[b'obelisk']
613		(1, 64, 64, 3)		[b'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM']
614		(1, 64, 64, 3)		[b'limousine, limo']
615		(1, 64, 64, 3)		[b'potpie']
616		(1, 64, 64, 3)		[b'spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish']
617		(1, 64, 64, 3)		[b'pretzel']
618		(1, 64, 64, 3)		[b'brass, memorial tablet, plaque']
619		(1, 64, 64, 3)		[b'lakeside, lakeshore']
620		(1, 64, 64, 3)		[b"academic gown, academic robe, judge's robe"]
621		(1, 64, 64, 3)		[b'slug']
622		(1, 64, 64, 3)		[b'drumstick']
623		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
624		(1, 64, 64, 3)		[b'chimpanzee, chimp, Pan troglodytes']
625		(1, 64, 64, 3)		[b'abacus']
626		(1, 64, 64, 3)		[b'lampshade, lamp shade']
627		(1, 64, 64, 3)		[b'ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle']
628		(1, 64, 64, 3)		[b'banana']
629		(1, 64, 64, 3)		[b'cardigan']
630		(1, 64, 64, 3)		[b'moving van']
631		(1, 64, 64, 3)		[b'lawn mower, mower']
632		(1, 64, 64, 3)		[b'pizza, pizza pie']
633		(1, 64, 64, 3)		[b'projectile, missile']
634		(1, 64, 64, 3)		[b'baboon']
635		(1, 64, 64, 3)		[b'tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui']
636		(1, 64, 64, 3)		[b'banana']
637		(1, 64, 64, 3)		[b'chain']
638		(1, 64, 64, 3)		[b'CD player']
639		(1, 64, 64, 3)		[b'bell pepper']
640		(1, 64, 64, 3)		[b'sombrero']
641		(1, 64, 64, 3)		[b'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']
642		(1, 64, 64, 3)		[b'dugong, Dugong dugon']
643		(1, 64, 64, 3)		[b'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']
644		(1, 64, 64, 3)		[b'ice cream, icecream']
645		(1, 64, 64, 3)		[b'bikini, two-piece']
646		(1, 64, 64, 3)		[b'rocking chair, rocker']
647		(1, 64, 64, 3)		[b'vestment']
648		(1, 64, 64, 3)		[b"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"]
649		(1, 64, 64, 3)		[b'teddy, teddy bear']
650		(1, 64, 64, 3)		[b'hourglass']
651		(1, 64, 64, 3)		[b'barbershop']
652		(1, 64, 64, 3)		[b'wok']
653		(1, 64, 64, 3)		[b'syringe']
654		(1, 64, 64, 3)		[b'American alligator, Alligator mississipiensis']
655		(1, 64, 64, 3)		[b'bullfrog, Rana catesbeiana']
656		(1, 64, 64, 3)		[b'snail']
657		(1, 64, 64, 3)		[b'brown bear, bruin, Ursus arctos']
658		(1, 64, 64, 3)		[b'cannon']
659		(1, 64, 64, 3)		[b'go-kart']
660		(1, 64, 64, 3)		[b'wok']
661		(1, 64, 64, 3)		[b'abacus']
662		(1, 64, 64, 3)		[b'basketball']
663		(1, 64, 64, 3)		[b'snorkel']
664		(1, 64, 64, 3)		[b'comic book']
665		(1, 64, 64, 3)		[b'birdhouse']
666		(1, 64, 64, 3)		[b'snail']
667		(1, 64, 64, 3)		[b'barbershop']
668		(1, 64, 64, 3)		[b'banana']
669		(1, 64, 64, 3)		[b'space heater']
670		(1, 64, 64, 3)		[b'ox']
671		(1, 64, 64, 3)		[b'sandal']
672		(1, 64, 64, 3)		[b'sports car, sport car']
673		(1, 64, 64, 3)		[b'bullfrog, Rana catesbeiana']
674		(1, 64, 64, 3)		[b'sandal']
675		(1, 64, 64, 3)		[b'orange']
676		(1, 64, 64, 3)		[b'CD player']
677		(1, 64, 64, 3)		[b'bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis']
678		(1, 64, 64, 3)		[b'syringe']
679		(1, 64, 64, 3)		[b'cockroach, roach']
680		(1, 64, 64, 3)		[b'koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus']
681		(1, 64, 64, 3)		[b'sombrero']
682		(1, 64, 64, 3)		[b'teddy, teddy bear']
683		(1, 64, 64, 3)		[b'pay-phone, pay-station']
684		(1, 64, 64, 3)		[b'swimming trunks, bathing trunks']
685		(1, 64, 64, 3)		[b'chest']
686		(1, 64, 64, 3)		[b"spider web, spider's web"]
687		(1, 64, 64, 3)		[b'chain']
688		(1, 64, 64, 3)		[b'fur coat']
689		(1, 64, 64, 3)		[b'convertible']
690		(1, 64, 64, 3)		[b'scoreboard']
691		(1, 64, 64, 3)		[b'butcher shop, meat market']
692		(1, 64, 64, 3)		[b'volleyball']
693		(1, 64, 64, 3)		[b'centipede']
694		(1, 64, 64, 3)		[b'magnetic compass']
695		(1, 64, 64, 3)		[b'turnstile']
696		(1, 64, 64, 3)		[b'bee']
697		(1, 64, 64, 3)		[b'American lobster, Northern lobster, Maine lobster, Homarus americanus']
698		(1, 64, 64, 3)		[b'bee']
699		(1, 64, 64, 3)		[b'beacon, lighthouse, beacon light, pharos']
700		(1, 64, 64, 3)		[b'computer keyboard, keypad']
701		(1, 64, 64, 3)		[b'boa constrictor, Constrictor constrictor']
702		(1, 64, 64, 3)		[b'snail']
703		(1, 64, 64, 3)		[b'beaker']
704		(1, 64, 64, 3)		[b'bucket, pail']
705		(1, 64, 64, 3)		[b'gazelle']
706		(1, 64, 64, 3)		[b'orangutan, orang, orangutang, Pongo pygmaeus']
707		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
708		(1, 64, 64, 3)		[b'obelisk']
709		(1, 64, 64, 3)		[b'freight car']
710		(1, 64, 64, 3)		[b'space heater']
711		(1, 64, 64, 3)		[b'tractor']
712		(1, 64, 64, 3)		[b'lawn mower, mower']
713		(1, 64, 64, 3)		[b"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"]
714		(1, 64, 64, 3)		[b'tabby, tabby cat']
715		(1, 64, 64, 3)		[b'grasshopper, hopper']
716		(1, 64, 64, 3)		[b'bell pepper']
717		(1, 64, 64, 3)		[b'basketball']
718		(1, 64, 64, 3)		[b'projectile, missile']
719		(1, 64, 64, 3)		[b'dining table, board']
720		(1, 64, 64, 3)		[b'mantis, mantid']
721		(1, 64, 64, 3)		[b'iPod']
722		(1, 64, 64, 3)		[b'broom']
723		(1, 64, 64, 3)		[b'turnstile']
724		(1, 64, 64, 3)		[b'fountain']
725		(1, 64, 64, 3)		[b'steel arch bridge']
726		(1, 64, 64, 3)		[b'guacamole']
727		(1, 64, 64, 3)		[b'crane']
728		(1, 64, 64, 3)		[b'limousine, limo']
729		(1, 64, 64, 3)		[b'tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui']
730		(1, 64, 64, 3)		[b'projectile, missile']
731		(1, 64, 64, 3)		[b'ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle']
732		(1, 64, 64, 3)		[b'drumstick']
733		(1, 64, 64, 3)		[b'Labrador retriever']
734		(1, 64, 64, 3)		[b'sewing machine']
735		(1, 64, 64, 3)		[b'fur coat']
736		(1, 64, 64, 3)		[b'dam, dike, dyke']
737		(1, 64, 64, 3)		[b'snail']
738		(1, 64, 64, 3)		[b'lemon']
739		(1, 64, 64, 3)		[b'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus']
740		(1, 64, 64, 3)		[b'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM']
741		(1, 64, 64, 3)		[b'mashed potato']
742		(1, 64, 64, 3)		[b'lakeside, lakeshore']
743		(1, 64, 64, 3)		[b'dugong, Dugong dugon']
744		(1, 64, 64, 3)		[b'sock']
745		(1, 64, 64, 3)		[b'limousine, limo']
746		(1, 64, 64, 3)		[b'oboe, hautboy, hautbois']
747		(1, 64, 64, 3)		[b'nail']
748		(1, 64, 64, 3)		[b'freight car']
749		(1, 64, 64, 3)		[b'candle, taper, wax light']
750		(1, 64, 64, 3)		[b'Persian cat']
751		(1, 64, 64, 3)		[b'beacon, lighthouse, beacon light, pharos']
752		(1, 64, 64, 3)		[b'neck brace']
753		(1, 64, 64, 3)		[b'beer bottle']
754		(1, 64, 64, 3)		[b'lion, king of beasts, Panthera leo']
755		(1, 64, 64, 3)		[b'meat loaf, meatloaf']
756		(1, 64, 64, 3)		[b'teddy, teddy bear']
757		(1, 64, 64, 3)		[b'boa constrictor, Constrictor constrictor']
758		(1, 64, 64, 3)		[b'guacamole']
759		(1, 64, 64, 3)		[b'scorpion']
760		(1, 64, 64, 3)		[b'trilobite']
761		(1, 64, 64, 3)		[b'German shepherd, German shepherd dog, German police dog, alsatian']
762		(1, 64, 64, 3)		[b'kimono']
763		(1, 64, 64, 3)		[b'teapot']
764		(1, 64, 64, 3)		[b'butcher shop, meat market']
765		(1, 64, 64, 3)		[b'orangutan, orang, orangutang, Pongo pygmaeus']
766		(1, 64, 64, 3)		[b'jinrikisha, ricksha, rickshaw']
767		(1, 64, 64, 3)		[b'comic book']
768		(1, 64, 64, 3)		[b'chain']
769		(1, 64, 64, 3)		[b'triumphal arch']
770		(1, 64, 64, 3)		[b'trolleybus, trolley coach, trackless trolley']
771		(1, 64, 64, 3)		[b'cardigan']
772		(1, 64, 64, 3)		[b'gasmask, respirator, gas helmet']
773		(1, 64, 64, 3)		[b'scorpion']
774		(1, 64, 64, 3)		[b'sea slug, nudibranch']
775		(1, 64, 64, 3)		[b'teapot']
776		(1, 64, 64, 3)		[b'school bus']
777		(1, 64, 64, 3)		[b'pop bottle, soda bottle']
778		(1, 64, 64, 3)		[b'plate']
779		(1, 64, 64, 3)		[b'hourglass']
780		(1, 64, 64, 3)		[b'obelisk']
781		(1, 64, 64, 3)		[b'ice cream, icecream']
782		(1, 64, 64, 3)		[b'refrigerator, icebox']
783		(1, 64, 64, 3)		[b'broom']
784		(1, 64, 64, 3)		[b'koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus']
785		(1, 64, 64, 3)		[b'sports car, sport car']
786		(1, 64, 64, 3)		[b'military uniform']
787		(1, 64, 64, 3)		[b'teddy, teddy bear']
788		(1, 64, 64, 3)		[b'police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria']
789		(1, 64, 64, 3)		[b'bison']
790		(1, 64, 64, 3)		[b'tabby, tabby cat']
791		(1, 64, 64, 3)		[b'water tower']
792		(1, 64, 64, 3)		[b'sewing machine']
793		(1, 64, 64, 3)		[b'American alligator, Alligator mississipiensis']
794		(1, 64, 64, 3)		[b'sewing machine']
795		(1, 64, 64, 3)		[b'Labrador retriever']
796		(1, 64, 64, 3)		[b'coral reef']
797		(1, 64, 64, 3)		[b'meat loaf, meatloaf']
798		(1, 64, 64, 3)		[b'lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens']
799		(1, 64, 64, 3)		[b'military uniform']
800		(1, 64, 64, 3)		[b'pill bottle']
801		(1, 64, 64, 3)		[b'cliff, drop, drop-off']
802		(1, 64, 64, 3)		[b'sea slug, nudibranch']
803		(1, 64, 64, 3)		[b'barrel, cask']
804		(1, 64, 64, 3)		[b'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus']
805		(1, 64, 64, 3)		[b'hourglass']
806		(1, 64, 64, 3)		[b'cockroach, roach']
807		(1, 64, 64, 3)		[b"plunger, plumber's helper"]
808		(1, 64, 64, 3)		[b'sunglasses, dark glasses, shades']
809		(1, 64, 64, 3)		[b'birdhouse']
810		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
811		(1, 64, 64, 3)		[b'hourglass']
812		(1, 64, 64, 3)		[b'scoreboard']
813		(1, 64, 64, 3)		[b'bee']
814		(1, 64, 64, 3)		[b'African elephant, Loxodonta africana']
815		(1, 64, 64, 3)		[b'cannon']
816		(1, 64, 64, 3)		[b'alp']
817		(1, 64, 64, 3)		[b'bullfrog, Rana catesbeiana']
818		(1, 64, 64, 3)		[b'pomegranate']
819		(1, 64, 64, 3)		[b'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']
820		(1, 64, 64, 3)		[b'space heater']
821		(1, 64, 64, 3)		[b'boa constrictor, Constrictor constrictor']
822		(1, 64, 64, 3)		[b'suspension bridge']
823		(1, 64, 64, 3)		[b'candle, taper, wax light']
824		(1, 64, 64, 3)		[b'alp']
825		(1, 64, 64, 3)		[b'wooden spoon']
826		(1, 64, 64, 3)		[b'parking meter']
827		(1, 64, 64, 3)		[b'American lobster, Northern lobster, Maine lobster, Homarus americanus']
828		(1, 64, 64, 3)		[b'basketball']
829		(1, 64, 64, 3)		[b'trilobite']
830		(1, 64, 64, 3)		[b'poncho']
831		(1, 64, 64, 3)		[b'convertible']
832		(1, 64, 64, 3)		[b'standard poodle']
833		(1, 64, 64, 3)		[b'king penguin, Aptenodytes patagonica']
834		(1, 64, 64, 3)		[b'banana']
835		(1, 64, 64, 3)		[b'thatch, thatched roof']
836		(1, 64, 64, 3)		[b'military uniform']
837		(1, 64, 64, 3)		[b'Egyptian cat']
838		(1, 64, 64, 3)		[b'maypole']
839		(1, 64, 64, 3)		[b'spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish']
840		(1, 64, 64, 3)		[b'iPod']
841		(1, 64, 64, 3)		[b'tabby, tabby cat']
842		(1, 64, 64, 3)		[b"potter's wheel"]
843		(1, 64, 64, 3)		[b'sea slug, nudibranch']
844		(1, 64, 64, 3)		[b'volleyball']
845		(1, 64, 64, 3)		[b'orange']
846		(1, 64, 64, 3)		[b'king penguin, Aptenodytes patagonica']
847		(1, 64, 64, 3)		[b'African elephant, Loxodonta africana']
848		(1, 64, 64, 3)		[b'pretzel']
849		(1, 64, 64, 3)		[b'trilobite']
850		(1, 64, 64, 3)		[b'tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui']
851		(1, 64, 64, 3)		[b'king penguin, Aptenodytes patagonica']
852		(1, 64, 64, 3)		[b'frying pan, frypan, skillet']
853		(1, 64, 64, 3)		[b'lemon']
854		(1, 64, 64, 3)		[b'beer bottle']
855		(1, 64, 64, 3)		[b'teapot']
856		(1, 64, 64, 3)		[b'fur coat']
857		(1, 64, 64, 3)		[b'mantis, mantid']
858		(1, 64, 64, 3)		[b'chimpanzee, chimp, Pan troglodytes']
859		(1, 64, 64, 3)		[b'hourglass']
860		(1, 64, 64, 3)		[b'crane']
861		(1, 64, 64, 3)		[b'cauliflower']
862		(1, 64, 64, 3)		[b'mantis, mantid']
863		(1, 64, 64, 3)		[b'lakeside, lakeshore']
864		(1, 64, 64, 3)		[b'lifeboat']
865		(1, 64, 64, 3)		[b'tractor']
866		(1, 64, 64, 3)		[b'teddy, teddy bear']
867		(1, 64, 64, 3)		[b'police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria']
868		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
869		(1, 64, 64, 3)		[b'refrigerator, icebox']
870		(1, 64, 64, 3)		[b'sombrero']
871		(1, 64, 64, 3)		[b'school bus']
872		(1, 64, 64, 3)		[b'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM']
873		(1, 64, 64, 3)		[b'tractor']
874		(1, 64, 64, 3)		[b'ice lolly, lolly, lollipop, popsicle']
875		(1, 64, 64, 3)		[b'spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish']
876		(1, 64, 64, 3)		[b'acorn']
877		(1, 64, 64, 3)		[b'black stork, Ciconia nigra']
878		(1, 64, 64, 3)		[b'desk']
879		(1, 64, 64, 3)		[b'bee']
880		(1, 64, 64, 3)		[b'fountain']
881		(1, 64, 64, 3)		[b'hog, pig, grunter, squealer, Sus scrofa']
882		(1, 64, 64, 3)		[b'bucket, pail']
883		(1, 64, 64, 3)		[b'steel arch bridge']
884		(1, 64, 64, 3)		[b'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus']
885		(1, 64, 64, 3)		[b'iPod']
886		(1, 64, 64, 3)		[b'mantis, mantid']
887		(1, 64, 64, 3)		[b'bell pepper']
888		(1, 64, 64, 3)		[b'bow tie, bow-tie, bowtie']
889		(1, 64, 64, 3)		[b'brass, memorial tablet, plaque']
890		(1, 64, 64, 3)		[b'cannon']
891		(1, 64, 64, 3)		[b'cardigan']
892		(1, 64, 64, 3)		[b'tabby, tabby cat']
893		(1, 64, 64, 3)		[b'beacon, lighthouse, beacon light, pharos']
894		(1, 64, 64, 3)		[b'hourglass']
895		(1, 64, 64, 3)		[b'European fire salamander, Salamandra salamandra']
896		(1, 64, 64, 3)		[b'volleyball']
897		(1, 64, 64, 3)		[b'abacus']
898		(1, 64, 64, 3)		[b'space heater']
899		(1, 64, 64, 3)		[b'gondola']
900		(1, 64, 64, 3)		[b'flagpole, flagstaff']
901		(1, 64, 64, 3)		[b'basketball']
902		(1, 64, 64, 3)		[b'water tower']
903		(1, 64, 64, 3)		[b'computer keyboard, keypad']
904		(1, 64, 64, 3)		[b'bucket, pail']
905		(1, 64, 64, 3)		[b'scoreboard']
906		(1, 64, 64, 3)		[b'hourglass']
907		(1, 64, 64, 3)		[b'dam, dike, dyke']
908		(1, 64, 64, 3)		[b'water tower']
909		(1, 64, 64, 3)		[b'bathtub, bathing tub, bath, tub']
910		(1, 64, 64, 3)		[b'dugong, Dugong dugon']
911		(1, 64, 64, 3)		[b'tractor']
912		(1, 64, 64, 3)		[b'Yorkshire terrier']
913		(1, 64, 64, 3)		[b'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus']
914		(1, 64, 64, 3)		[b'standard poodle']
915		(1, 64, 64, 3)		[b'Labrador retriever']
916		(1, 64, 64, 3)		[b'pizza, pizza pie']
917		(1, 64, 64, 3)		[b'Yorkshire terrier']
918		(1, 64, 64, 3)		[b'desk']
919		(1, 64, 64, 3)		[b'umbrella']
920		(1, 64, 64, 3)		[b'binoculars, field glasses, opera glasses']
921		(1, 64, 64, 3)		[b'fountain']
922		(1, 64, 64, 3)		[b'walking stick, walkingstick, stick insect']
923		(1, 64, 64, 3)		[b'water tower']
924		(1, 64, 64, 3)		[b'orange']
925		(1, 64, 64, 3)		[b'sock']
926		(1, 64, 64, 3)		[b'barn']
927		(1, 64, 64, 3)		[b'sports car, sport car']
928		(1, 64, 64, 3)		[b'teddy, teddy bear']
929		(1, 64, 64, 3)		[b'centipede']
930		(1, 64, 64, 3)		[b'triumphal arch']
931		(1, 64, 64, 3)		[b'Egyptian cat']
932		(1, 64, 64, 3)		[b'computer keyboard, keypad']
933		(1, 64, 64, 3)		[b'bathtub, bathing tub, bath, tub']
934		(1, 64, 64, 3)		[b'torch']
935		(1, 64, 64, 3)		[b'water jug']
936		(1, 64, 64, 3)		[b'pretzel']
937		(1, 64, 64, 3)		[b'chimpanzee, chimp, Pan troglodytes']
938		(1, 64, 64, 3)		[b'orangutan, orang, orangutang, Pongo pygmaeus']
939		(1, 64, 64, 3)		[b'walking stick, walkingstick, stick insect']
940		(1, 64, 64, 3)		[b'European fire salamander, Salamandra salamandra']
941		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
942		(1, 64, 64, 3)		[b'cardigan']
943		(1, 64, 64, 3)		[b'bison']
944		(1, 64, 64, 3)		[b'bow tie, bow-tie, bowtie']
945		(1, 64, 64, 3)		[b'goldfish, Carassius auratus']
946		(1, 64, 64, 3)		[b'beer bottle']
947		(1, 64, 64, 3)		[b'poncho']
948		(1, 64, 64, 3)		[b'fountain']
949		(1, 64, 64, 3)		[b'nail']
950		(1, 64, 64, 3)		[b'banana']
951		(1, 64, 64, 3)		[b'hog, pig, grunter, squealer, Sus scrofa']
952		(1, 64, 64, 3)		[b'cardigan']
953		(1, 64, 64, 3)		[b'beaker']
954		(1, 64, 64, 3)		[b'rocking chair, rocker']
955		(1, 64, 64, 3)		[b'cougar, puma, catamount, mountain lion, painter, panther, Felis concolor']
956		(1, 64, 64, 3)		[b'walking stick, walkingstick, stick insect']
957		(1, 64, 64, 3)		[b'cauliflower']
958		(1, 64, 64, 3)		[b'pomegranate']
